label,artist,album,genre,single_count,freq_billboard,freq_genius,freq_theSource,freq_xxl,rating_AOTY,rating_meta,rating_pitch,twitter,instagram,facebook,spotify,soundcloud,youtube
1,Dua Lipa,Dua Lipa,pop,8,10,0,11,18,72,72,,1944313,9736819,2168334,3151924,85671,6076572
0,Can't Swim,Fail You Again,pop,0,0,0,0,5,,78,,5211,9360,16288,15982,0,0
0,Beth Ditto,Fake Sugar,pop,0,0,0,0,0,73,74,6.1,16526,124375,450010,47530,2815,27250
0,Niall Horan,Flicker,pop,4,2,0,0,7,60,64,,40191003,20590076,10321702,1814151,0,2453468
0,Superfruit,Future Friends,pop,0,0,0,0,276,69,,,413719,665414,482933,70179,0,2555483
0,Gizmodrome,Gizmodrome,pop,0,0,0,0,0,,,,793,0,18155,3448,58,0
0,TC&I,Great Aspirations,pop,0,0,1,200,68,,,,0,0,0,0,0,0
0,Charly Bliss,Guppy,pop,4,0,0,0,0,82,87,7.8,4991,7568,12413,14275,539,3504
1,Harry Styles,Harry Styles,pop,3,10,0,24,20,65,68,6.8,32348919,23636074,14840360,2292686,0,3399101
0,Wincent Weiss,Irgendwas gegen die Stille,pop,3,0,0,0,0,,,,12993,275438,134539,191832,1219,0
0,Grace VanderWaal,Just the Beginning,pop,2,1,0,0,7,65,,,311576,2660289,1039742,719042,19477,2653554
1,LANY,LANY,pop,6,0,2,22,0,68,66,,248133,355372,340390,572919,48443,338329
0,Kacy Hill,Like a Woman,pop,4,0,0,0,14,66,,,18808,73646,14806,39683,11429,16595
0,Sofia Reyes,Louder!,pop,4,0,0,0,1,,,,115898,568751,641148,200461,0,737129
0,Meg Mac,Low Blows,pop,2,0,0,1,1,68,,,9178,44250,51669,61925,10418,9392
1,the Chainsmokers,Memories...Do Not Open,pop,3,2,1,0,315,,,,3413328,5759232,8626519,6663594,1018428,14572408
0,Sayuri,Mikazuki no Koukai,pop,5,0,0,0,0,,,,0,510433,0,44338,309,705335
0,Joe Scarborough,Mystified,pop,0,0,0,0,2,,,,0,0,0,0,0,0
0,Mito Natsume,Natsumelo,pop,4,0,0,0,0,,,,0,0,0,1093,5,0
0,Sheer Mag,Need To Feel Your Love,pop,3,0,0,15,190,,,,0,0,16740,14114,3084,0
0,Poppy,Poppy.Computer,pop,7,0,0,0,20,60,,,192532,0,292838,78488,0,0
0,Lindsay Ell,The Project,pop,2,0,0,6,1,0,,,101278,209506,113136,13374,158,35358
0,Vancouver Sleep Clinic,Revival,pop,4,0,0,0,0,,,,12181,13816,56338,100176,42307,84825
0,Exit Eden,Rhapsodies in Black,pop,0,0,0,0,0,,,,859,6933,20332,10810,0,5420
0,Shekhinah,Rose Gold,pop,2,0,0,0,59,,,,95075,104059,62276,28261,1431,0
0,Sheridan Smith,Sheridan,pop,3,0,0,2,0,,,,685,208576,18330,4030,0,0
0,Aquilo,Silhouettes,pop,4,0,0,0,444,,,,94,26712,59940,135781,32523,85153
0,Caitlyn Shadbolt,Songs on My Sleeve,pop,0,0,0,0,11,,,,7237,33947,33964,4485,0,1736
0,Luke Combs,This One's for You,pop,3,1,0,0,160,70,,,115436,1208,624521,305189,0,401967
0,Allison Crutchfield,Tourist In This Town,pop,0,0,0,0,2,,,,8021,0,2787,4688,0,0
0,Matt Terry,Trouble,pop,1,0,0,3,9,58,,,135245,142,157172,71741,0,63973
0,Slotface,Try Not to Freak Out,pop,0,0,0,0,631,,,,2655,7679,18333,12783,1747,16133
0,Levina,Unexpected,pop,1,0,0,0,211,,,,4377,15168,12886,2196,90,993
0,Pabllo Vittar,Vai Passar Mal,pop,6,0,0,0,0,,,,708222,6936781,1868433,1594397,6800,4488742
0,Una Healy,The Waiting Game,pop,2,0,0,0,0,,,,758778,562212,243931,4456,0,410
0,Russell Dickerson,Yours,pop,2,0,0,0,3,,,,28388,107900,46277,84883,0,0
1,Camila Cabello,Camila,pop,2,13,4,13,52,70,75,6.8,6849996,19073435,2309130,3492562,32204,7250453
0,Devin Dawson,Dark Horse,pop,0,0,0,0,0,0,,,11755,46889,50673,34619,2990,33754
0,Dita Von Teese,Dita Von Teese,pop,1,0,0,7,0,57,,,1998151,2185161,2383772,3763,0,0
1,Bebe Rexha,Expectations,pop,1,2,0,1,20,,,,1101073,4636400,2268275,1716996,86907,3691198
0,Hayley Kiyoko,Expectations,pop,3,1,1,0,0,76,68,6,453582,957774,514425,494650,22541,138011
0,Lo Moon,Lo Moon,pop,0,0,0,200,9,71,73,5,3708,7855,10703,15130,1043,14066
0,Calum Scott,Only Human,pop,3,2,0,0,9,76,,,600,286554,355355,329507,21954,1728617
0,Angie,Suicidal Since 1995,pop,2,0,0,0,0,76,,,1913,23837,9187,16544,756,743
0,Superorganism,Superorganism,pop,6,2,0,0,0,72,73,,11571,27192,27615,60983,6295,43228
0,The Academic,Tales from the Backseat,pop,4,1,0,0,213,67,,,19974,27428,60138,37009,2341,22642
