artists,albums,genre,release_date,ratings
La Big Vic,Dub the World! Actually Remixed,['Pop/R&B'],2012-02-21,7.4
Nick Catchdubs,After Hours,['Rap'],2012-02-21,7.8
Keith Fullerton Whitman,Generators,"['Electronic', 'Rock']",2012-02-21,7.5
Frankie Rose,Interstellar,['Rock'],2012-02-21,8.4
Cursive,I Am Gemini,"['Metal', 'Rock']",2012-02-20,4.7
Pilgrim,Misery Wizard,['Metal'],2012-02-20,7.2
My Best Fiend,In Ghostlike Fading,['Rock'],2012-02-20,6.2
Ital,Hive Mind,['Electronic'],2012-02-20,8.0
Sleigh Bells,Reign of Terror,['Pop/R&B'],2012-02-20,8.2
Lucky Dragons,Existers,['Experimental'],2012-02-17,4.8
Liberteer,Better to Die on Your Feet Than Live on Your Knees,['Metal'],2012-02-17,7.8
Howlin Rain,The Russian Wilds,['Rock'],2012-02-17,6.4
Matt Elliott,The Broken Man,['Rock'],2012-02-17,7.1
Grimes,Visions,['Pop/R&B'],2012-02-17,8.5
Ólafur Arnalds,Living Room Songs,['Rock'],2012-02-16,4.5
Orcas,Orcas,[],2012-02-16,7.7
The Lemonheads,The Hotel Sessions,['Rock'],2012-02-16,7.3
Gucci Mane,Trap Back,['Rap'],2012-02-16,7.8
Shearwater,Animal Joy,['Rock'],2012-02-16,6.9
Heartless Bastards,Arrow,['Rock'],2012-02-15,6.4
Alcest,Les Voyages de l'Âme,"['Metal', 'Rock']",2012-02-15,6.9
Suzanne Ciani,Lixiviation,['Experimental'],2012-02-15,7.4
Islands,A Sleep & a Forgetting,['Rock'],2012-02-15,7.9
Burial,Kindred EP,"['Electronic', 'Experimental']",2012-02-15,8.7
Sea Lions,Everything You Always Wanted to Know About Sea Lions...,['Rock'],2012-02-14,7.4
Various Artist,We Are the Works in Progress,[],2012-02-14,6.3
Lil B,White Flame,['Rap'],2012-02-14,6.3
Porter Ricks,Biokinetics,['Electronic'],2012-02-14,8.5
Earth,"Angels of Darkness, Demons of Light II",['Metal'],2012-02-14,7.9
Carlos Giffoni,"""Evidence"" 12""",['Experimental'],2012-02-13,7.6
Field Music,Plumb,['Rock'],2012-02-13,7.3
The Maccabees,Given to the Wild,"['Electronic', 'Rock']",2012-02-13,4.0
Loops of Your Heart,And Never Ending Nights,[],2012-02-13,7.1
Tennis,Young and Old,['Rock'],2012-02-13,6.3
Imbogodom,And They Turned Not When They Went,['Rock'],2012-02-10,6.8
Terranova,Hotel Amour,"['Electronic', 'Jazz']",2012-02-10,6.0
Young Magic,Melt,['Rock'],2012-02-10,6.8
Fucked Up,Year of the Tiger,['Metal'],2012-02-10,7.5
Die Antwoord,Ten$ion,['Rap'],2012-02-10,4.2
Shigeto,Lineage,['Electronic'],2012-02-09,6.8
Dr. Dog,Be the Void,['Rock'],2012-02-09,5.7
Homeboy Sandman,Subject: Matter,['Rap'],2012-02-09,7.7
Lindstrøm,Six Cups of Rebel,['Electronic'],2012-02-09,4.5
Goldfrapp,The Singles,['Pop/R&B'],2012-02-09,8.4
Standard Fare,"Out of Sight, Out of Town",['Rock'],2012-02-08,7.1
Liam the Younger,After the Graveyard,['Rock'],2012-02-08,6.3
Daphne Oram,"The Oram Tapes, Vol. 1",['Electronic'],2012-02-08,7.4
Yo Gotti,Live From the Kitchen,['Rap'],2012-02-08,5.6
Air,Le Voyage Dans la Lune,['Electronic'],2012-02-08,5.7
Imperial Teen,Feel the Sound,['Rock'],2012-02-07,6.2
Mux Mool,Planet High School,['Electronic'],2012-02-07,6.7
Wire,"The Black Session: Paris, 10 May 2011",['Rock'],2012-02-07,6.3
Mark Lanegan Band,Blues Funeral,['Rock'],2012-02-07,5.9
John Talabot,ƒIN,['Electronic'],2012-02-07,8.5
Royal Baths,Better Luck Next Life,['Rock'],2012-02-06,6.4
Pete Swanson,Man With Potential,"['Experimental', 'Rock']",2012-02-06,8.5
The Doozer,Keep it Together,['Rock'],2012-02-06,5.8
A Place to Bury Strangers,Onwards to the Wall EP,['Rock'],2012-02-06,5.8
Of Montreal,Paralytic Stalks,['Rock'],2012-02-06,4.6
Pop. 1280,The Horror,['Rock'],2012-02-03,7.5
Prinzhorn Dance School,Clay Class,['Electronic'],2012-02-03,7.0
Trailer Trash Tracys,Ester,['Experimental'],2012-02-03,5.5
Blondes,Blondes,['Electronic'],2012-02-03,7.5
AraabMuzik,Instrumental University,['Electronic'],2012-02-03,6.4
Benjamin Damage & Doc Daneeka,They!Live,[],2012-02-02,6.1
Various Artist,Tally Ho! Flying Nun's Greatest Bits,[],2012-02-02,7.6
The Twilight Sad,No One Can Ever Know,['Rock'],2012-02-02,7.4
Windy & Carl,We Will Always Be,['Rock'],2012-02-02,7.4
Wilco,iTunes Session,['Rock'],2012-02-02,6.7
o F F Love,Probably Love,"['Electronic', 'Rock']",2012-02-01,2.9
Waka Flocka Flame,Lock Out,['Rap'],2012-02-01,5.0
Jason Urick,I Love You,['Electronic'],2012-02-01,7.9
Black Bananas,Rad Times Xpress IV,['Rock'],2012-02-01,7.8
Leonard Cohen,Old Ideas,['Rock'],2012-02-01,7.4
Laura Gibson,La Grande,['Folk/Country'],2012-01-31,7.4
Wymond Miles,Earth Has Doors,['Rock'],2012-01-31,7.1
Peaking Lights,"936 Remixes 12""",['Electronic'],2012-01-31,7.0
Underworld,Anthology: 1992 to 2012,['Electronic'],2012-01-31,7.0
Sharon Van Etten,Tramp,['Rock'],2012-01-31,7.9
Future,Astronaut Status,['Rap'],2012-01-30,7.1
The 2 Bears,Be Strong,['Electronic'],2012-01-30,7.3
Shlohmo,Vacation EP,['Electronic'],2012-01-30,7.5
Porcelain Raft,Strange Weekend,"['Electronic', 'Rock']",2012-01-30,7.4
Lana Del Rey,Born to Die,['Pop/R&B'],2012-01-30,5.5
Evan Voytas,Feel Me EP,['Rock'],2012-01-27,3.3
Leila,U&I,['Electronic'],2012-01-27,6.2
Rising,To Solemn Ash,[],2012-01-27,7.6
The Caretaker,Patience (After Sebald),['Electronic'],2012-01-27,8.0
Schoolboy Q,Habits & Contradictions,['Rap'],2012-01-27,8.4
Mighty Sparrow,"Sparrowmania! Wit, Wisdom and Soul From the King of Calypso",['Global'],2012-01-26,5.8
Howler,America Give Up,"['Electronic', 'Rock']",2012-01-26,6.0
Hospitality,Hospitality,['Rock'],2012-01-26,7.4
Heems,Nehru Jackets,['Rap'],2012-01-26,6.5
Pyramids,A Throne Without a King,"['Experimental', 'Metal', 'Rock']",2012-01-26,7.0
Various Artist,Pop Ambient 2012,[],2012-01-25,4.5
The Howling Hex,Wilson Semiconductors,['Rock'],2012-01-25,5.4
The Cramps,File Under Sacred Music: Early Singles 1978-1981,"['Electronic', 'Rock']",2012-01-25,8.0
Jacques Greene,Concealer,['Electronic'],2012-01-25,6.7
Gonjasufi,MU.ZZ.LE,['Rock'],2012-01-25,7.8
Richard Youngs,Amaranthine,"['Experimental', 'Rock']",2012-01-24,7.0
First Aid Kit,The Lion's Roar,['Folk/Country'],2012-01-24,7.6
Lamb of God,Resolution,['Metal'],2012-01-24,3.9
DropxLife,Furthur,[],2012-01-24,6.2
Craig Finn,Clear Heart Full Eyes,['Rock'],2012-01-24,6.0
Hubble,Hubble Drums,[],2012-01-23,7.3
Gangrene,Vodka & Ayahuasca,['Rock'],2012-01-23,7.1
Nada Surf,The Stars Are Indifferent to Astronomy,"['Electronic', 'Rock']",2012-01-23,4.4
Dizzee Rascal,DirteeTV.com,['Rap'],2012-01-23,7.0
Cloud Nothings,Attack on Memory,['Rock'],2012-01-23,8.6
Plug,Back on Time,['Electronic'],2012-01-20,6.5
Young L,Praktica,['Rap'],2012-01-20,7.1
Alog,Unemployed,"['Electronic', 'Jazz', 'Rock']",2012-01-20,7.9
Machinedrum,SXLND EP,['Electronic'],2012-01-20,6.9
Chairlift,Something,['Pop/R&B'],2012-01-20,8.0
Pictureplane,Dimensional Rip 7: Thee Physical Remixes,['Electronic'],2012-01-19,5.0
Wold,Freermasonry,"['Experimental', 'Metal']",2012-01-19,8.3
The Kinks,Kinks in Mono,['Rock'],2012-01-19,8.5
Snow Patrol,Fallen Empires,['Rock'],2012-01-19,4.8
Matthew Dear,Headcage EP,"['Electronic', 'Rock']",2012-01-19,6.8
Expensive Looks,Dark Matters,['Electronic'],2012-01-18,6.3
Loincloth,Iron Balls of Steel,['Metal'],2012-01-18,7.9
Lupe Fiasco,Friend of the People,['Rap'],2012-01-18,4.8
Cate Le Bon,CYRK,['Folk/Country'],2012-01-18,7.6
Kathleen Edwards,Voyageur,['Rock'],2012-01-18,6.4
Juicy J,Blue Dream & Lean,['Rap'],2012-01-17,5.7
Cardinal,Hymns,['Pop/R&B'],2012-01-17,6.4
Wiley,Evolve or Be Extinct,['Rap'],2012-01-17,7.2
T.I.,Fuck Da City Up,['Rap'],2012-01-17,7.1
Trent Reznor,The Girl With the Dragon Tattoo OST,"['Rock', 'Experimental']",2012-01-17,7.0
Jakob Olausson,Morning & Sunrise,"['Experimental', 'Rock']",2012-01-16,7.4
Ernest Gonzales,Natural Traits,['Electronic'],2012-01-16,7.4
Todd Terje,It's the Arps,['Electronic'],2012-01-16,7.6
Raekwon,Unexpected Victory,['Rap'],2012-01-16,6.0
The Big Pink,Future This,['Rock'],2012-01-16,5.2
Arrange,Five Years With the Sun EP,"['Electronic', 'Rock']",2012-01-13,7.2
Pinch,Fabriclive 61,['Electronic'],2012-01-13,7.5
Bebetune$,Inhale C-4 $$$$$,[],2012-01-13,3.8
Drexciya,Journey of the Deep Sea Dweller I,['Electronic'],2012-01-13,8.7
Rick Ross,Rich Forever,['Rap'],2012-01-13,8.2
Various Artist,Rush Hour Presents Amsterdam All Stars,[],2012-01-12,6.4
Mars,Live at Artists Space,"['Experimental', 'Rock']",2012-01-12,6.8
Vado,Slime Flu 2,['Rap'],2012-01-12,7.2
Oval,OvalDNA,"['Electronic', 'Experimental']",2012-01-12,8.3
Rivers Cuomo,Alone III: The Pinkerton Years,['Rock'],2012-01-12,7.3
Mobb Deep,Black Cocaine EP,['Rap'],2012-01-11,5.4
Escort,Escort,['Pop/R&B'],2012-01-11,7.7
Floating Points,Shadows EP,['Electronic'],2012-01-11,7.2
Total Control,Henge Beat,['Rock'],2012-01-11,7.8
Nirvana,Live at the Paramount,['Rock'],2012-01-11,8.8
Tin Man,Vienna Blue,['Electronic'],2012-01-10,6.7
Household,Items,['Rock'],2012-01-10,7.3
Bobby Charles,Bobby Charles,"['Folk/Country', 'Pop/R&B']",2012-01-10,8.6
Demdike Stare,Elemental Parts 1 & 2,['Electronic'],2012-01-10,7.9
Common,The Dreamer/The Believer,['Rap'],2012-01-10,7.6
Jacaszek,Glimmer,"['Electronic', 'Jazz', 'Rock']",2012-01-09,7.7
Keepaway,Black Flute,['Rock'],2012-01-09,4.7
Alex Chilton,"Free Again: The ""1970"" Sessions",['Rock'],2012-01-09,7.8
Cam'ron,Boss of All Bosses 3,"['Rap', 'Pop/R&B']",2012-01-09,5.3
Neutral Milk Hotel,Box Set,['Rock'],2012-01-09,9.5
Pterodactyl,Spills Out,"['Experimental', 'Rock']",2012-01-06,6.6
Jet Life,Jet World Order,['Rap'],2012-01-06,6.7
Squadda B,Back $ellin' Crack,['Rap'],2012-01-06,7.0
The Cure,Bestival Live 2011,['Rock'],2012-01-06,5.8
Symmetry,Themes For an Imaginary Film,['Electronic'],2012-01-06,8.1
Nate Young,Stay Asleep (Regression Vol. 2),"['Experimental', 'Rock']",2012-01-05,7.5
Jennifer O'Connor,I Want What You Want,['Rock'],2012-01-05,7.3
Gucci Mane,BAYTL,['Rap'],2012-01-05,4.9
Mr. Muthafuckin’ eXquire,Merry eXmas & Suck My Dick,['Rap'],2012-01-05,7.2
James Blake,Love What Happened Here EP,['Pop/R&B'],2012-01-05,7.9
Vladislav Delay,Vantaa,['Electronic'],2012-01-04,6.8
The Dø,Both Ways Open Jaws,['Rock'],2012-01-04,7.5
Brodinski,Fabriclive 60,['Electronic'],2012-01-04,7.4
The Internet,Purple Naked Ladies,['Pop/R&B'],2012-01-04,6.0
Guided by Voices,Let's Go Eat the Factory,['Rock'],2012-01-04,6.9
Steve Hauschildt,Tragedy & Geometry,['Electronic'],2012-01-03,7.4
Dimlite,Grimm Reality,['Electronic'],2012-01-03,6.7
Sunn O))),ØØ VOID,"['Experimental', 'Metal', 'Electronic']",2012-01-03,7.5
Jeezy,Thug Motivation 103: Hustlerz Ambition,['Rap'],2012-01-03,6.7
The Weeknd,Echoes of Silence,['Pop/R&B'],2012-01-03,8.1
Mike G,The Award Tour EP,['Rap'],2011-12-09,5.5
The Strange Boys,Live Music,"['Electronic', 'Rock']",2011-12-09,6.2
Darkside,Darkside EP,['Rock'],2011-12-09,8.0
Can,Tago Mago [40th Anniversary Edition],['Experimental'],2011-12-09,10.0
Amy Winehouse,Lioness: Hidden Treasures,['Pop/R&B'],2011-12-09,6.3
Kate Wax,Dust Collision,['Electronic'],2011-12-08,7.3
Various Artist,Bambara Mystic Soul: The Raw Sound of Burkina Faso 1974-1979,[],2011-12-08,8.5
Mac Miller,Blue Slide Park,['Rap'],2011-12-08,1.0
Emika,Emika,"['Electronic', 'Rock']",2011-12-08,7.4
This Mortal Coil,HDCD Box Set,['Rock'],2011-12-08,9.0
Eddy Current Suppression Ring,So Many Things,"['Electronic', 'Rock']",2011-12-07,7.4
Wives,The Roy Tapes,"['Experimental', 'Rock']",2011-12-07,6.7
Keep Shelly in Athens,Campus Martius,"['Electronic', 'Rock']",2011-12-07,6.9
Charlotte Gainsbourg,Stage Whisper,['Pop/R&B'],2011-12-07,6.8
Throbbing Gristle,The Second Annual Report of Throbbing Gristle,"['Electronic', 'Experimental', 'Rock']",2011-12-07,8.6
Desertshore,Drawing of Threes,[],2011-12-06,6.9
Fred Falke,Part IV,"['Electronic', 'Pop/R&B']",2011-12-06,6.5
Laura Veirs,Tumble Bee,['Rock'],2011-12-06,7.5
Fennesz,Flumina,['Experimental'],2011-12-06,7.0
The Roots,Undun,['Rap'],2011-12-06,7.3
Quilt,Quilt,['Rock'],2011-12-05,7.2
Co La,Daydream Repeater,['Electronic'],2011-12-05,6.2
Kid Sister,Kiss & Tell EP,['Pop/R&B'],2011-12-05,5.2
Yamantaka // Sonic Titan,YT//ST,"['Experimental', 'Rock']",2011-12-05,8.2
Jónsi,We Bought a Zoo OST,['Rock'],2011-12-05,7.0
yMusic,Beautiful Mechanical,['Pop/R&B'],2011-12-02,6.7
Crystal Stilts,Radiant Door EP,"['Experimental', 'Rock']",2011-12-02,7.4
Statik Selektah,Well-Done,['Rap'],2011-12-02,7.1
Childish Gambino,Camp,['Rap'],2011-12-02,1.6
The Black Keys,El Camino,['Rock'],2011-12-02,7.4
Luke Roberts,Big Bells and Dime Songs,['Folk/Country'],2011-12-01,7.5
The Bats,Free All the Monsters,['Rock'],2011-12-01,7.5
Radio Slave,Works: Selected Remixes 2006-2010,['Electronic'],2011-12-01,6.9
The Fall,Ersatz G.B.,['Rock'],2011-12-01,2.2
Yelawolf,Radioactive,['Rap'],2011-12-01,6.5
Dwarr,Starting Over,[],2011-11-30,5.9
Maria Minerva,Sacred & Profane Love EP,['Electronic'],2011-11-30,7.1
Patrick Wolf,Brumalia EP,"['Electronic', 'Rock']",2011-11-30,5.9
Twilight Singers,Live in New York,['Rock'],2011-11-30,8.0
Zomby,Nothing EP,['Electronic'],2011-11-30,7.5
M.E.D.,Classic,['Rap'],2011-11-29,6.1
The Louvin Brothers,Satan Is Real,['Rock'],2011-11-29,8.5
Salem,I'm Still in the Night EP,"['Electronic', 'Metal']",2011-11-29,6.4
Lil B,BasedGod Velli,['Rap'],2011-11-29,7.8
Gorillaz,The Singles Collection 2001-2011,"['Electronic', 'Rock']",2011-11-29,7.9
Canyons,Keep Your Dreams,['Electronic'],2011-11-28,6.5
Doomtree,No Kings,['Rap'],2011-11-28,7.9
Tycho,Dive,['Electronic'],2011-11-28,7.0
Kingdom,Dreama EP,['Electronic'],2011-11-28,8.2
The Smashing Pumpkins,Gish [Deluxe Edition],['Rock'],2011-11-28,8.3
Summer Camp,Welcome to Condale,['Electronic'],2011-11-23,5.4
North Highlands,Wild One,['Pop/R&B'],2011-11-23,6.7
Various Artist,"Boddie Recording Company: Cleveland, Ohio",[],2011-11-23,7.5
Ty Segall,Singles: 2007-2010,['Rock'],2011-11-23,8.3
Rihanna,Talk That Talk,['Pop/R&B'],2011-11-23,6.0
Calexico,Selections From Road Atlas 1998-2011,['Rock'],2011-11-22,7.5
U.S. Girls,U.S. Girls on KRAAK,['Pop/R&B'],2011-11-22,7.9
Boris,New Album,"['Metal', 'Rock']",2011-11-22,6.5
Thee Oh Sees,Carrion Crawler/The Dream,['Rock'],2011-11-22,8.0
Sepalcure,Sepalcure,['Electronic'],2011-11-22,8.4
Deptford Goth,Youth II EP,"['Electronic', 'Pop/R&B']",2011-11-21,6.8
Blues Control,FRKWYS Vol. 8,"['Experimental', 'Rock']",2011-11-21,7.8
The Antlers,(together) EP,"['Experimental', 'Rock']",2011-11-21,3.0
G-Side,iSLAND,['Rap'],2011-11-21,7.9
Kate Bush,50 Words for Snow,['Pop/R&B'],2011-11-21,8.5
Zambri,Glossolalia EP,['Pop/R&B'],2011-11-18,4.2
Pinch & Shackleton,Pinch & Shackleton,[],2011-11-18,7.3
Carter Tanton,Freeclouds,['Rock'],2011-11-18,5.7
Kieran Hebden,Live at the South Bank,"['Electronic', 'Jazz']",2011-11-18,8.0
The Smiths,The Smiths Complete,['Rock'],2011-11-18,8.1
Onra,"Chinoiseries, Pt. 2",['Electronic'],2011-11-17,5.0
Zed Bias,Biasonic Hotsauce: Birth of the Nanocloud,['Electronic'],2011-11-17,6.0
Blut Aus Nord,777: The Desanctification,"['Metal', 'Rock']",2011-11-17,8.2
Future,Streetz Calling,['Rap'],2011-11-17,6.9
The Olivia Tremor Control,Music From the Unrealized Film Script: Dusk at Cubist Castle,[],2011-11-17,9.1
Ursula Bogner,Sonne = Blackbox,['Electronic'],2011-11-16,7.4
Esben and the Witch,Hexagons EP,"['Electronic', 'Rock']",2011-11-16,5.2
Korallreven,An Album by Korallreven,['Rock'],2011-11-16,7.5
Los Campesinos!,Hello Sadness,['Rock'],2011-11-16,8.0
Sigur Rós,Inni,['Rock'],2011-11-16,7.2
Cynic,Carbon-Based Anatomy EP,"['Jazz', 'Metal']",2011-11-15,7.6
BNJMN,Black Square,['Electronic'],2011-11-15,7.8
Gonjasufi,The 9th Inning EP,['Rock'],2011-11-15,7.6
Freddie Gibbs,Cold Day in Hell,['Rap'],2011-11-15,8.2
R.E.M.,"Part Lies, Part Heart, Part Truth, Part Garbage: 1982-2011",['Rock'],2011-11-15,9.4
Leviathan,"True Traitor, True Whore",['Metal'],2011-11-14,6.0
Rangers,Pan Am Stories,['Rock'],2011-11-14,6.2
Blackout Beach,Fuck Death,['Experimental'],2011-11-14,7.3
Various Artist,Bangs & Works Vol. 2,[],2011-11-14,7.8
Drake,Take Care,['Rap'],2011-11-14,8.6
Teebs,Collections 01,['Electronic'],2011-11-11,7.0
Russian Circles,Empros,"['Metal', 'Rock']",2011-11-11,7.7
FaltyDL,Atlantis,['Electronic'],2011-11-11,7.4
King Krule,King Krule EP,['Rock'],2011-11-11,8.0
Oneohtrix Point Never,Replica,['Experimental'],2011-11-11,8.8
Spectrals,Bad Penny,"['Electronic', 'Experimental', 'Rock']",2011-11-10,7.5
Wet Illustrated,1x1x1,['Rock'],2011-11-10,6.8
Future of the Left,Polymers Are Forever EP,['Rock'],2011-11-10,6.3
Royal Trux,"Singles, Live, Unreleased",['Rock'],2011-11-10,8.2
A$AP Rocky,LIVELOVEA$AP,['Rap'],2011-11-10,8.2
Fatima Al Qadiri,Genre-Specific Xperience,['Electronic'],2011-11-09,7.5
200 Years,200 Years,[],2011-11-09,7.7
Coasting,You're Never Going Back,['Rock'],2011-11-09,6.8
Cass McCombs,Humor Risk,['Rock'],2011-11-09,7.6
U2,Achtung Baby [Super Deluxe Edition],['Rock'],2011-11-09,9.5
Misfits,The Devil's Rain,['Metal'],2011-11-08,3.9
Nacho Picasso,For the Glory,['Rap'],2011-11-08,7.9
Brian Eno,Panic of Looking,"['Experimental', 'Jazz']",2011-11-08,5.9
Pusha T,Fear of God II: Let Us Pray,['Rap'],2011-11-08,7.1
David Lynch,Crazy Clown Time,"['Experimental', 'Rock']",2011-11-08,6.1
patten,GLAQJO XAACSSO,['Electronic'],2011-11-07,6.7
Various Artist,IOTDXI,[],2011-11-07,7.1
The Juan MacLean,Everybody Get Close,"['Electronic', 'Rock']",2011-11-07,7.0
Kurt Vile,So Outta Reach EP,['Rock'],2011-11-07,7.9
Atlas Sound,Parallax,['Rock'],2011-11-07,8.7
Evangelista,In Animal Tongue,['Experimental'],2011-11-04,6.8
James Ferraro,Far Side Virtual,['Electronic'],2011-11-04,7.6
Theo Parrish,Uget,['Electronic'],2011-11-04,8.0
Wale,Ambition,['Rap'],2011-11-04,6.7
Joker,The Vision,['Electronic'],2011-11-04,4.2
Cave,Neverendless,['Rock'],2011-11-03,7.9
Prurient,Time's Arrow EP,['Experimental'],2011-11-03,7.0
Roman Flügel,Fatty Folders,['Electronic'],2011-11-03,8.0
Blouse,Blouse,['Rock'],2011-11-03,7.4
Florence and the Machine,Ceremonials,['Pop/R&B'],2011-11-03,6.0
Weird Wives,Some Motherfuckers Gonna Be Walking 'Round With a Size 9 Diehard up Their Ass...,[],2011-11-02,5.0
Locrian,The Clearing,['Metal'],2011-11-02,7.4
Erkin Koray,Meçhul: Singles & Rarities,['Rock'],2011-11-02,8.1
King Midas Sound,Without You,['Experimental'],2011-11-02,7.7
The Beach Boys,The Smile Sessions,['Rock'],2011-11-02,10.0
Phantogram,Nightlife EP,['Pop/R&B'],2011-11-01,7.1
The King Khan Experience,Scion A/V Presents: The King Khan Experience,[],2011-11-01,5.3
Pandr Eyez,Eyes on You EP,['Pop/R&B'],2011-11-01,7.9
Gold Panda,DJ-Kicks,['Electronic'],2011-11-01,7.5
Metallica,Lulu,"['Metal', 'Rock']",2011-11-01,1.0
L-Vis 1990,Neon Dreams,"['Electronic', 'Rap']",2011-10-31,6.2
The Soft Moon,Total Decay EP,['Rock'],2011-10-31,7.8
Hammers of Misfortune,17th Street,['Metal'],2011-10-31,8.0
Black Milk,Black and Brown,['Rap'],2011-10-31,6.5
The Decemberists,Long Live the King EP,['Rock'],2011-10-31,6.8
Mungolian Jet Set,Schlungs,"['Jazz', 'Pop/R&B']",2011-10-28,6.7
Psychic Ills,Hazed Dream,"['Experimental', 'Rock']",2011-10-28,5.9
Young Bleed,Preserved,['Rap'],2011-10-28,7.9
Void,Sessions 1981–83,"['Metal', 'Rock']",2011-10-28,7.3
She & Him,A Very She & Him Christmas,['Rock'],2011-10-28,5.3
Jam City,Waterworx EP,['Electronic'],2011-10-27,7.2
Deer Tick,Divine Providence,['Rock'],2011-10-27,3.9
Meek Mill,Dreamchasers,['Rap'],2011-10-27,7.4
Andy Stott,We Stay Together,['Electronic'],2011-10-27,8.2
John Fahey,Your Past Comes Back to Haunt You: The Fonotone Years (1958–1965),['Folk/Country'],2011-10-27,9.5
Hans-Joachim Roedelius,Wasser Im Wind,"['Electronic', 'Global', 'Rock']",2011-10-26,7.6
The Duke Spirit,Bruiser,"['Electronic', 'Rock']",2011-10-26,6.5
Machine Head,Unto the Locust,['Metal'],2011-10-26,7.7
Various Artist,"FAC. DANCE: Factory Records 12"" Mixes & Rarities 1980-1987",[],2011-10-26,7.5
Coldplay,Mylo Xyloto,['Rock'],2011-10-26,7.0
Rob Crow,He Thinks He's People,['Rock'],2011-10-25,6.5
Roberto Cacciapaglia,The Ann Steel Album,[],2011-10-25,7.6
King Blood,Eyewash Silver,[],2011-10-25,7.5
Scuba,DJ-Kicks,['Electronic'],2011-10-25,8.0
Justice,"Audio, Video, Disco",['Electronic'],2011-10-25,5.3
Stevie Jackson,(I Can't Get No) Stevie Jackson,['Rock'],2011-10-24,5.6
Mondkopf,Rising Doom,['Electronic'],2011-10-24,6.2
The Beets,Let the Poison Out,"['Electronic', 'Rock']",2011-10-24,7.7
Surfer Blood,Tarot Classics EP,['Rock'],2011-10-24,7.2
Tom Waits,Bad as Me,['Rock'],2011-10-24,8.1
Milagres,Glowing Mouth,['Pop/R&B'],2011-10-21,5.9
Cubic Zirconia,Follow Your Heart,['Electronic'],2011-10-21,4.3
White Denim,Takes Place in Your Work Space EP,['Rock'],2011-10-21,7.1
Sandro Perri,Impossible Spaces,"['Electronic', 'Experimental', 'Folk/Country']",2011-10-21,8.3
Talk Talk,Laughing Stock,['Rock'],2011-10-21,10.0
Water Borders,Harbored Mantras,['Electronic'],2011-10-20,6.6
Twerps,Twerps,['Rock'],2011-10-20,7.9
Still Corners,Creatures of an Hour,"['Electronic', 'Experimental', 'Rock']",2011-10-20,6.5
Class Actress,Rapprocher,['Pop/R&B'],2011-10-20,7.1
Dntel,Life Is Full of Possibilities [Deluxe Edition],"['Electronic', 'Rock']",2011-10-20,8.8
Prince Rama,Trust Now,['Electronic'],2011-10-19,5.8
Gauntlet Hair,Gauntlet Hair,"['Experimental', 'Rock']",2011-10-19,7.8
My Brightest Diamond,All Things Will Unwind,['Rock'],2011-10-19,6.5
Julia Holter,Tragedy,['Pop/R&B'],2011-10-19,8.0
Various Artist,Norman OST,[],2011-10-19,7.3
Mark Sultan,Whatever/Whenever,"['Electronic', 'Rock']",2011-10-18,5.8
Kuedo,Severant,['Electronic'],2011-10-18,7.7
Rustie,Glass Swords,['Electronic'],2011-10-18,8.0
Noel Gallagher's High Flying Birds,Noel Gallagher's High Flying Birds,['Rock'],2011-10-18,5.7
Real Estate,Days,['Rock'],2011-10-18,8.7
Jonti,Twirligig,['Electronic'],2011-10-17,6.1
Forest Fire,Staring at the X,['Rock'],2011-10-17,7.1
The Atlas Moth,An Ache for the Distance,"['Metal', 'Rock']",2011-10-17,8.1
Jane's Addiction,The Great Escape Artist,['Rock'],2011-10-17,5.0
M83,"Hurry Up, We're Dreaming","['Electronic', 'Rock']",2011-10-17,9.1
Dreamers of the Ghetto,Enemy/Lover,['Rock'],2011-10-14,7.6
Icebird,The Abandoned Lullaby,['Rock'],2011-10-14,7.2
Casiokids,Aabenbaringen Over Aaskammen,"['Electronic', 'Rock']",2011-10-14,6.0
Matthew Herbert,One Pig,['Electronic'],2011-10-14,8.0
Trash Talk,Awake,['Metal'],2011-10-14,8.2
Hull,Beyond the Lightless Sky,['Metal'],2011-10-13,6.9
Xeno & Oaklander,Sets and Lights,['Electronic'],2011-10-13,7.3
Julianna Barwick,The Matrimony Remixes EP,['Electronic'],2011-10-13,6.0
High Places,Original Colors,"['Electronic', 'Experimental', 'Rock']",2011-10-13,5.9
Björk,Biophilia,"['Electronic', 'Pop/R&B']",2011-10-13,6.2
Pallers,The Sea of Memories,['Pop/R&B'],2011-10-12,7.1
Skeletonwitch,Forever Abomination,[],2011-10-12,7.3
Crooked Fingers,Breaks in the Armor,['Rock'],2011-10-12,6.7
Bombay Bicycle Club,A Different Kind of Fix,['Rock'],2011-10-12,7.0
Bonnie “Prince” Billy,Wolfroy Goes to Town,['Folk/Country'],2011-10-12,7.8
The Drift,Blue Hour,"['Electronic', 'Rock']",2011-10-11,6.0
Total Babes,Swimming Through Sunlight,"['Pop/R&B', 'Rock']",2011-10-11,6.6
Absu,Abzu,['Metal'],2011-10-11,7.4
Various Artist,Drive OST,[],2011-10-11,7.4
Ryan Adams,Ashes & Fire,['Rock'],2011-10-11,6.5
Bullion,You Drive Me to Plastic,['Electronic'],2011-10-10,7.1
Walls,Coracle,['Electronic'],2011-10-10,6.8
Future Islands,On the Water,['Rock'],2011-10-10,7.7
Tim Hecker,Dropped Pianos,['Experimental'],2011-10-10,7.8
