artist,album,rating
Necrot,Blood Offerings,79
Natural/electronic.system.,Sicut Erat,84
Profusion,Where Do I Begin,90
Bokante,Strange Circles,70
Motorpsycho,Begynnelser,28
Mac Quayle,Mr. Robot V.3,65
Brian Reitzell,American Gods (Original Series Soundtrack),60
Curren$y,Pilot Talk Trilogy,81
Logic Of Denial,Aftermath,65
Disiz La Peste,Pacifique,73
Abrams,Morning,81
Triumvir Foul,Spiritual Bloodshed,79
Zephaniah Ohora And The 18 Wheelers,This Highway,86
Bury The Machines,Wicked Covenant,80
Highway Dept.,Live at Desolation Peaks 1989,75
The Echelon Effect,Signals,45
Andrea Laszlo De Simone,Uomo Donna,85
Exist,So True So Bound,90
Alex Dupree,You Winsome You Lonesome,90
Nao Nao - Eu,Nao Nao - Eu,70
Marlene,Sweet,65
Sascha Funke,Lotos Land,72
Nancys Rubias,Marcianos Ye-Yes,76
TOMISLAV,Stones,50
Derek Paravicini,Elation,100
Enter The Soil,That Amber Lit Morning,80
Kamikaze Girls,Seafoam,50
Tindersticks,Minute Bodies: The Intimate World of F Percy Smith,70
Game Theory,2 Steps From the Middle Ages [Reissue],70
Deerful,Peach,70
Populous,Azulejos,70
INVSN,The Beautiful Stories,75
Ambrose Akinmusire,A Rift in Decorum: Live at the Village Vanguard,80
Shannon McNally,Black Irish,85
Tunabunny,PCP Presents Alice in Wonderland Jr.,87
Sarah Jane Scouten,When the Bloom Falls From the Rose,90
The Fallen Leaves,What We've All Been Waiting For,0
Mars Today,Bits & Pieces,0
Luigi Tozzi,Binary Sunset,0
Esteban,Eu Tu e o Mundo,0
Nao Nao-Eu,Nao Nao-Eu,0
Anoraak,Black Gold Sun,0
Talinka,Talinka,0
Jon and Roy,The Road Ahead Is Golden,0
Deer Leap,Wind & Words,0
Solbrud,Vemod,0
Jun Konagaya,Memento Mori,0
Poppies,Good,0
Hayden Pedigo,Greetings From Amarillo,0
Auction For The Promise Club,Silence,0
Sarcasm,Within the Sphere of Ethereal Minds,0
The Magpie Salute,The Magpie Salute,0
ByeAlex es A Slepp,Sziv(sz)Kill,0
The Royal Philharmonic Orchestra,The Anarchy Arias,40
Joey Fatts,I'll Call You Tomorrow II,50
Tora,Take a Rest,60
Taylor Knox,Love,65
Riit,Riit,70
Holy Boy,Holy Boy,70
The Stevenson Ranch Davidians,Amerikana,70
Pantha Du Prince,The Triad (Ambient Versions & Remixes),70
Frankie Oliver,Here I Am,71
Lynn Castle,Rose Colored Corner,72
Big Kizz,Eye On You,72
Lou Mclean,Good Morning Easter Road,80
Bridal Shower,Negatives,80
Anthesis,The Age of Self,80
The White Swan,The White,80
Gaby Hernandez,Spirit Reflection,80
John Coltrane,Trane: The Atlantic Collection,80
Various Artists,Welcome to Zamrock! Vol 1: How Zambia's Liberation Led To A Rock Revolution 1972-77,80
Various Artists,American Epic: The Sessions,80
Paul Simon,The Concert in Hyde Park,85
The Parson Red Heads,Blurred Harmony,89
Vic Mensa,The Manuscript,76
G-Dragon,Kwon Ji Yong,82
Krewella,New World Pt. 1,94
Terrence Dixon,Like a Thief in the Night EP,82
Jia Xiang Meng puraza,Gui ru,50
King Master Bells,Digital Nature & Networking,30
Vegim,Breaking Point,72
Lingua Ignota,All Bitches Die,76
Mondo Grosso,Reborn Again and Always Starting New,85
AEther Realm,Tarot,78
Blay Vision,Turner Ave.,66
Steady Sun,Indifferent World,70
Illuvia,Illuvia,79
Yung Buda,Musicas Para Drift,74
Cosmic Girls,Happy Moment,73
F.T Island,Over 10 Years,67
Chungha,Hands On Me,57
Toshokan,Toshokan no Sho Sakunin,75
Dfideliz,Reflexoes,0
Jann Halexander,A vous dirais-je ?,0
Headland,True Flowers from this Painted World,0
Mach-Hommy,Dump Gawd : Hommy Edition,0
Bellows,Strand,0
Fetty Wap,Lucky No. 7,50
Harry Sumner,The Locked Room,67
The Holy Circle,The Holy Circle,41
Klabautamann,Smaragd,80
K A R Y Y N,Quanta 11,64
Griffin Rodriguez,The Stress Prince,86
Danny L Harle,6th June 2017,75
KARYYN,QUANTA 11,0
Walpyrgus,Walpyrgus Nights,0
Plasmalab,Love / Life,80
Lovozero,Moroka,60
Leiden,Los Muertos Tambien Dejan Flores,74
Alejandro Mosso,Isolation Diaries,76
Cybe,Tropisch Verlangen,78
Vanum,Burning Arrow,0
Lunar Twin,Champagne (Remixes),0
Playa Gotica,Amirugumi,85
Fatel,Narciso,0
AFX,London 03.06.17,80
Violet Cold,D@fn,79
Endurance,Echoic Architecture,67
Callum Easter,Delete Forever,80
alt-J,Relaxer,66
Dua Lipa,Dua Lipa,72
Halsey,hopeless fountain kingdom,66
Beach Fossils,Somersault,76
Richard Dawson,Peasant,85
Marika Hackman,I'm Not Your Man,81
Roger Waters,Is This the Life We Really Want?,71
Bleachers,Gone Now,69
Chastity Belt,I Used to Spend So Much Time Alone,74
Amber Coffman,City of No Reply,78
Noga Erez,Off the Radar,83
Elder,Reflections of a Floating World,85
TOPS,Sugar at the Gate,74
Dan Auerbach,Waiting on a Song,73
Benjamin Booker,Witness,73
Saint Etienne,Home Counties,76
Pixx,The Age of Anxiety,75
Ulrika Spacek,Modern English Decoration,70
Omar Souleyman,To Syria With Love,71
All Time Low,Last Young Renegade,77
Dauwd,Theory of Colours,78
'68,Two Parts Viper,95
H Hawkline,I Romanticize,80
The Babe Rainbow,The Babe Rainbow,60
Ikonika,Distractions,71
Amber Arcades,Cannonball,69
Marnie,Strange Words and Weird Wars,73
Mutoid Man,War Moans,78
Bea Miller,Chapter Two: Red,75
PARTYNEXTDOOR,COLOURS 2,50
Camille,Oui,75
Perera Elsewhere,All Of This,83
Jay Prince,Late Summers,72
Dale Cooper Quartet & The Dictaphones,Astrild Astrild,69
Yo Gotti & Mike WiLL Made It,Gotti Made-It,46
Chloe x Halle,The Two of Us,73
Smidley,Smidley,75
Janek Schaefer,Glitter in My Tears,60
Kool G Rap,Return of the Don,62
Kacey Johansing,The Hiding,70
Hey Colossus,The Guillotine,75
Konrad Sprenger,Stack Music,80
Danger,Tai Gu ,66
Roe Enney,Glare,64
Ennanga Vision,Ennanga Vision,71
Dispatch,America Location 12,75
Sweet Baboo,Wild Imagination,76
Mikko Joensuu,Amen 3,85
Qveen Herby,EP 1,63
Julien Marchal,Insight III,75
A.CHAL,ON GAZ,75
Gorduratrans,Paroxismos,69
Gravetemple,Impassable Fears,79
Eyedress,Manila Ice,60
Shock Machine,Shock Machine,60
Sleep Party People,Lingering,70
Binker and Moses,Journey to the Mountain of Forever,73
Margaret,Monkey Business,32
Kat Graham,Love Music Funk Magic,82
Binary Star,Water World 3,73
Various Artists,Steven Universe - Soundtrack: Volume 1,95
Institute,Subordination,70
Cody ChesnuTT,My Love Divine Degree,70
Pega Monstro,Casa de Cima,73
Mark McGuire,Ideas of Beginnings,74
Heather Trost,Agistri,76
TALsounds,Love Sick,78
Verneri Pohjola,Pekka,80
AM Static,Rise & Shine,90
Two Inch Astronaut,Can You Please Not Help,78
Mali Music,The Transition of Mali,70
The Kills,Echo Home - Non-Electric,65
Why Don't We,Why Don't We Just,54
Jay Worthy & The Alchemist,Fantasy Island,77
Aivovuoto,Dotox,66
RZO,Quem Ta No Jogo,69
Black Motor,Branches,65
Matt Pless,Catch Me If You Can,79
Unleash The Archers,Apex,92
Cowbell,Haunted Heart,70
Husky,Punchbuzz,73
North Mississippi Allstars,Prayer for Peace,78
James Lindsay,Strand,80
School Damage,School Damage,80
U2,The Joshua Tree [30th Anniversary Deluxe Edition],93
Celebration,Wounded Healer,60
Stevie Stone,Level Up,70
Hiatus,All The Troubled Hearts,80
Gila,Pick Six EP,74
Tropes,Lesser God,76
Gyyps,Killafornia,59
Gensu Dean & Wise Intelligent,Game Of Death,75
Big Black Delta,Whoru812,62
Travis Bretzer,Bubble Gum,50
Hands That Lift The Oceans,Impetus,85
Sportsman,Neverland,53
Doyle,Doyle II: As We Die,70
Charlie Fink,Cover My Tracks,70
Molly Tuttle,Rise,63
LAPS,Who Me?,74
A Banda Mais Bonita Da Cidade,De Cima Do Mundo Eu Vi O Tempo,65
Fabian Almazan & Rhizome,Alcanza,70
Latasha Alcindor,TEEN NITE AT EMPIRE,74
Cool American,Infinite Hiatus,45
Headstones,Little Army,75
Bass Astral X Igo,Discobolus,56
Dark Matter Secret,Perfect World Creation,72
Latimore,A Taste of Me: Great American Songs,50
Intestinal Disgorge,Sonic Shrapnel,40
Loathe,The Cold Sun,60
USA/Mexico,Laredo,81
United Waters,The Narrows,75
Rafael Riqueni,Parque de Maria Luisa,54
Wheeler Walker Jr.,Ol' Wheeler,70
Josin,Epilogue,80
Pariahkai,loser,19
Head North,The Last Living Man Alive Ever,78
Various Artists,Malhacao: Viva a Diferenca,84
Clementine March,Les etoiles a ma porte,65
Snail Mail,Snail Mail on Audiotree Live,75
Mozzy & Gunplay,Dreadlocks & Headshots,40
ShitKid,FISH,44
Kondi Band,Salone,60
SikTh,The Future in Whose Eyes?,64
Emil Amos,Filmmusik,70
Luke Combs,This One's for You,70
Kozmodrum,Gravity,70
Session Victim,Listen To Your Heart,70
Mostack,High Street Kid,70
Flogging Molly,Life Is Good,71
Gunnar Haslam,Kalaatsakia,72
Akasha System,Colour Theory,74
Eighteen Visions,XVIII,75
Philipp Gorbachev & The Naked Man,I Don't Give a Snare,77
Mux Mool,Implied Lines,80
Benya Barshai,Time Stills,0
Vallenfyre,Fear Those Who Fear Him,0
Time Lurker,Time Lurker,0
Hachiku,Hachiku,0
Pete Murray,Camacho,0
DIGITAL ANGER,Untitled,0
Kanye West,Euro (Switch Hands),0
Hanna,Bounce EP,0
MXLX,Kicking Away at the Decrepit Walls til the Beautiful Sunshine Blisters Thru the Cracks,0
Nikka Costa,Nikka & Strings Underneath And In Between,0
Lemaitre,Chapter One,0
Housefires,We Say Yes,0
Geowulf,Relapse,0
Perspective a lovely hand to hold,What Not to Do,0
My Name Is Ian,Cincinnati Cola,0
Luca D'Alberto,Endless,0
Tankard,One Foot In The Grave,0
Various Artists,Funky Chimes: Belgian Grooves from the '70s,50
Obey The Brave,Mad Season,60
Robert Lamm,Time Chill: A Retrospective,60
Jesse Ed Davis,Red Dirt Boogie: The Atco Recordings 1970-1972,65
Phoebe Hunt & The Gatherers,Shanti's Shadow,70
Volur,Ancestors,70
Aaron Parks / Ben Street / Billy Hart,Find the Way,70
Grateful Dead,Road Trips Vol. 4 No. 5: Boston Music Hall June 9 1976,70
Roya,Roya,70
Dan Tepfer Trio,Eleven Cages,70
Isobel Anderson,Chalk / Flint,70
Thea Gilmore,The Counterweight,73
Kris Kristofferson & Rita Coolidge,Full Moon (Expanded Edition),75
Xombie,Super Cell,79
Phobia,Lifeless God,80
Bobby Osborne,Original,80
Korey Dane,Chamber Girls,80
The One Hundred,Chaos & Bliss,80
Mt. Eddy,Chroma,80
Avi Avital & Omer Avital,Avital Meets Avital,80
Adam Kolker,Beckon,80
Various Artists,Mavis Staples -- I'll Take You There: An All-Star Concert Celebration,90
Beholding,Ocean Grave,90
Major Lazer,Know No Better,67
MY,Rasstoianie Pt. 2,80
Tornado Wallace,Falling Sun,67
Sinead Harnett,Chapter One,77
Nicolai Steffen,model A1429 C37JCDQCDTWG,75
Mi Jardin Secreto,Lo Que No Pudimos Cambiar,77
Moon Moon Moon,Oohohoo,75
Machinic Demiurge,Natura Machinata,80
Elris,We First,70
Tallan M.D.,Cathexis,85
ASC,The Killing Cloud,0
BRAZA,Tijolo Por Tijolo,0
Ecolalia,Spirits Go Away,0
Hinindar,Wake Up as a Mountain,60
Vicky Chow,Michael Gordon: Sonatra,75
Apeles,Rio do Tempo,67
Krayzie Bone,Eternal Legend,90
Sukekiyo,Adoratio,0
Jandek,Austin Tuesday,0
Postinstrumentum,Postinstrumentum,0
Am Not,The Developing World,0
Higher Brothers,Black Cab,60
Progenie Terrestre Pura,oltreLuna,66
Ruby Haunt,Nevada,58
Tuber,Out of the Blue,80
Graham Lambkin / Taku Unami,The Whistler,67
nikogo net doma,iiul' proshlogo leta,75
BeatKing,Astroworld 2,0
Lykantropi,Lykantropi,0
STLNDRMS,Veggie Tacos 2,0
Hello June,Spruce,0
Kero Kero Bonito,Bonito Retakes,78
Noah Carter,Couch Dreams,65
The Black Skirts,TEAM BABY,77
Yoshimi,Atavism,70
Berna And The Gangsta's,Lala's,70
MFO,Kendi Kendine,45
Adjusted Speech,Captain Maggot's Demise,70
What Moon Things,Someone Who Isn't Me,76
Various Artists,Herdersmat part 9 - 15,84
Sly & The Family Drone & Dead Neanderthals,Molar Wrench,0
Jason Moran,Bangs,0
Mark McGuire,Vision Upon Purpose,68
Post Global Trio,Minus Seven,76
Joey Fourr,Velvet Realness,70
Luke Henry,& Hunnybear Vol. 1,81
Highlight,Calling You,69
Astro,Dream Part. 01,73
Various Artists,SNFW003,0
Danny L Harle & Pawel Siwczak,Harpsichord Sessions,0
Lord Apex,Interplanetary Funk,0
Dagger,self - titled,76
Robert Ball,Need,70
Planning For Burial,Matawan - Collected Works 2010-2014,0
Natriums,Facade,63
Sorrow Plagues,Homecoming,77
VACATIONS,More Love,80
Distant Dream,It All Starts From Pieces,51
Asha Mirr,Never Ending Ocean,53
Lil Yachty,Teenage Emotions,61
Shakira,El Dorado,70
Gucci Mane,Droptopwop,72
The Beatles,Sgt. Pepper's Lonely Hearts Club Band [50th Anniversary Edition],100
Bryson Tiller,True to Self,66
Burial,Subtemple,61
James Vincent McMorrow,True Care,40
Pet Symmetry,Vision,74
The Heliocentrics,A World of Masks,75
Thunder Dreamer,Capture,79
Justin Townes Earle,Kids in the Street,76
Molly Nilsson,Imaginations,75
Solstafir,Berdreyminn,71
The Charlatans,Different Days,68
Cende,#1 Hit Single,75
Danzig,Black Laden Crown,58
The Amazons,The Amazons,69
Sam Amidon,The Following Mountain,71
Football Etc.,Corner,80
Mabel,Bedroom,63
Moonchild,Voyager,72
Gepe,Ciencia Exacta,64
Free Throw,Bear Your Mind,69
Peverelist,Tessellations,75
In Venus,Ruina,75
Hugh,Love Hugh,75
Bola,D.E.G.,74
Zola Blood,Infinite Games,75
RJ,MrLA,75
Drew McDowall,Unnatural Channel,75
Andrea Belfi,Ore,76
Suffering Hour,In Passing Ascension,73
Alestorm,No Grave But the Sea,73
$uicideboy$,KILL YOUR$ELF Part XII: The Dark Glacier Saga,80
$uicideboy$,KILL YOUR$ELF Part XIII: The Atlantis Saga,80
$uicideboy$,KILL YOUR$ELF Part XV: The Coast of Ashes Saga,80
Hiro Kone,Love Is the Capital,80
Kite Base,Latent Whispers,80
Max Cooper,Chromos,87
Oh Susanna,A Girl in Teen City,90
Cable Ties,Cable Ties,63
Inventing Masks,2nd,75
Eivor,Slor,53
Tom Williams,All Change,60
Ifriqiyya Electrique,Ruwahine,70
Crescent,Resin Pockets,70
LIFE,Popular Music,73
The Unthanks,Diversions Vol. 4: The Songs and Poems of Molly Drake,76
Kraftwerk,3-D The Catalogue,79
$uicideboy$,KILL YOUR$ELF Part XI: The Kingdom Comes Saga,80
$uicideboy$,KILL YOUR$ELF Part XIV: The Vulture Saga,80
Dusty Mush,Cheap Entertainment,70
James Barrett,Twenty,65
Jamie Saft Steve Swallow Bobby Previte With Iggy Pop,Loneliness Road,63
Lutto Lento,Dark Secret World,51
Roll The Dice,Born To Ruin,76
Pleq,Re:composition,74
Kate Carr,The Story Surround Us,82
Emicida Rael Capicua & Valete,Lingua Franca,80
Corridor,Supermercado,86
Ghali,Album,54
New Order,NOMC15,40
Charlie Coxedge,Cloisters,70
The Mover,Selected Classics (Remastered 2017),74
Swarming Branch,Surreal Number,80
Sea Pinks,Watercourse,80
Lila Downs,Salon Lagrimas y Deseo,85
Avatarium,Hurricanes And Halos,84
Below The Sun,Alien World,73
Barrows,Obsidion,80
Marcelo Gross,Chumbo & Pluma,70
Carl Barat & The Jackals,Harder They Fall,65
Flamingods,Kewali,60
Jack & Jack,Gone,74
Leah Senior,Pretty Faces,50
Danny Mulhern,Metanoia,71
Girls Rituals,Emergency!,78
Manos Milonakis,Festen,83
Suplington,Repeating Flowers,66
ConeCrewDiretoria,Bonde da Madrugada Pt. 2,20
Alzira E,Corte,65
Emma Blackery,Magnetised,73
Adam Settle,Death Ambient,100
NoCanDo,Severed,75
Nad Sylvan,The Bride Said No,93
Esa,Aweh EP,72
Stone From The Sky,Fuck the Sun,63
M Iafrate & The Priesthood,Christian Burial,70
Mike McKenna Jr.,Pacific Northwest Bound,78
Tex Don & Charlie,You Don't Know Lonely,90
Mt. Wolf,Aetherlight,95
Wrath Of Belial,Bloodstained Rebellion,79
Bei Bei & Shawn Lee,Year of the Funky,56
Wreche,Wreche,55
Carnac,Times Undone,72
HUNNY,Windows I,78
Frenzal Rhomb,Hi-Vis High Tea,92
Babasonicos,Repuesto de Fe,87
Bad Sounds,PHRESSSH,100
Smash Hit Combo,L33T (English Edtion),80
Bubblemath,Edit Peptide,50
Weirds,Swarmculture,60
Ben Ottewell,A Man Apart,60
Robert Hood,Paradygm Shift,68
Big French,Stone Fish,70
Maysa,Love Is a Battlefield,70
Illustrations,Acts of God,80
Nick Cave & Warren Ellis,War Machine OST,80
Jaco Pastorius,Truth Liberty & Soul: Live in NYC,84
Kafuka,Laws of Nature,0
Giants Of Rome,Cosmos,0
Bernard Fanning,Brutal Dawn,0
Gorilla Zoe,Don't Feed da Animals 2,0
Jordablod,Upon My Cremation Pyre,0
Night Marks Electric Trio,Experience,0
Preditah,Fabriclive 92,0
Emyn Muil,Elenion Ancalima,0
Le Club,Serie 97,0
Babyalligator,Light Your Fires,0
Hampshire & Foat,Galaxies Like Grains of Sand,0
Babx,Ascensions,0
In Hearts Wake,Ark,0
Catherine Leduc,Un bras de distance avec le soleil,0
Jeremy Zucker,Motions,0
Martin Rev,Demolition 9,60
Harry Taussig & Max Ochs,The Music of Harry Taussig & Max Ochs,60
Darren Hayman,Thankful Villages Vol. 2,60
Orthodox,Sounds of Loss,70
DJ Nature,Ultimate Delusion,70
Siena Root,A Dream of Lasting Peace,70
Duncan Lloyd,I O U O M E,70
ESG,Step Off [Reissue],70
Ouri,Superficial,70
Norska,Too Many Winters,72
Holy Shit,Solid Rain,72
Bill Frisell & Thomas Morgan,Small Town,75
Obnox,Niggative Approach,78
Big Star,Complete Third Vol. 3: Final Masters,80
Pere Ubu,Drive He Said 1994-2002,80
Minotaurs,Aum,80
Wizz Jones Pete Berryman & Simeon Jones,Come What May,80
Grateful Dead,Long Strange Trip: The Untold Story of the Grateful Dead [Motion Picture Soundtrack],80
Various Artists,The Rough Guide to Jug Band Blues,80
Alexander Hawkins,Unit[e],80
Underworld,Beaucoup Fish [Reissue],81
Bobby Bare,Things Change,82
Various Artists,Zaire 74: The African Artists,83
Rincon Sapiencia,Galanga Livre,79
Curumin,Boca,71
Ezhel,Muptezhel,83
Loco,Bleached,73
IJO,Melancholika Vol. 2,81
Deltraton,Ego Trip,68
Duppy Catz,76 Bites,43
Sabine Holler,Mother of Transition,62
Stereo_IMG,Textures,70
Pink Guy,Pink Season: The Prophecy,64
Ostraca,Last,61
Boris The Handyman,Real Art. - A Boris The Handyman Project,73
Benjamim & Barnaby Keen,1986,68
Tofubeats,Fantasy Club,76
Forefather,Tales from a Cloud-Born Land,80
Dolor,A R A,58
Dope KNife,FUCK.,64
Iglooghost,Chalk Shrine,0
SALU,Indigo,0
Awkward Geisha,An Orange from God,0
EXO-CBX,GIRLS,0
Conway The Machine,Reject On Steroids,68
Femminielli Noir,Echec & Mat,80
WODE,Servants of the Countercosmos,66
Iona Fortune,Tao of I,53
Jimi Tents,I Can't Go Home,78
Yiorgis Sakellariou,Stikhiya,68
Solar Temple,Rays Of Brilliance,83
Black March,Praeludium Exterminii,76
Sasha Boole,Golden Tooth,80
Glenn Astro X Ajnascent,Even,80
Jeff Bernat,Afterwords,0
Jonny Nash / Suzanne Kraft,Passive Aggressive,76
Seventeen,Al1,79
Al-Namrood,Enkar,88
C O D E X Sby en*cy*clo*pe*di*a,Messler 87,59
I Tpame I Tvrame,I Tpame I Tvrame,91
Hightower,The Party,100
Ed Dupas,Tennessee Night,64
The Lulls In Traffic,Rabbit in the Snare,80
Photek,T'Raenon,100
Ricardo Arjona,Circo Soledad,0
Valee,VTM,73
Bonnie Doon,Dooner Nooner,80
Blood Sun Circle,Distorted Forms,90
Lin Sheng Xiang,The Great Buddha + Soundtrack,75
(Sandy) Alex G,Rocket,77
Jlin,Black Origami,84
Linkin Park,One More Light,48
Aldous Harding,Party,80
The Mountain Goats,Goths,78
Oxbow,Thin Black Duke,86
Wavves,You're Welcome,75
Do Make Say Think,Stubborn Persistent Illusions,84
Nick Hakim,Green Twins,77
Pumarosa,The Witch,79
Snoop Dogg,Neva Left,74
Jane Weaver,Modern Kosmology,82
The Underachievers,Renaissance,60
Guerilla Toss,GT ULTRA,74
Land of Talk,Life After Youth,75
!!!,Shake the Shudder,62
Tigers Jaw,Spin,68
Adult Mom,Soft Spots,75
Papa Roach,Crooked Teeth,70
She-Devils,She-Devils,72
Faith Evans & The Notorious B.I.G.,The King & I,47
Danny L Harle,1UL,70
Tricot,3,78
MisterWives,Connect the Dots,80
Demen,Nektyr,77
Buddy,Ocean & Montana,72
Loss,Horizonless,80
Loke Rahbek,City of Women,76
Jade Jackson,Gilded,78
David Banner,The God Box,60
Erasure,World Be Gone,69
Daniel Romano,Modern Pressure,73
James Place,Voices Bloom,74
Daddy Issues,Deep Dream,76
Elysia Crampton,Spots y Escupitajo,76
Curved Light,Channelview,73
Millionaire,Sciencing,80
Lord RAJA,Amadeus EP,55
Flor,come out. you're hiding,60
Missio,Loner,75
Nev Cottee,Broken Flowers,74
Rascal Flatts,Back To Us,60
Blink-182,California (Deluxe Edition),68
Man Forever,Play What They Want,77
Oumou Sangare,Mogoya,83
BBC Radiophonic Workshop,Burials In Several Earths,70
Stevie Parker,The Cure,70
Los Straitjackets,What's So Funny About Peace Love and Los Straitjackets,77
Little Steven,Soulfire,79
Tony Allen,A Tribute to Art Blakey and the Jazz Messengers,80
BMX Bandits,BMX Bandits Forever,80
The Como Mamas,Move Upstairs,80
Endless Boogie,Vibe Killer,82
CLUSTERSUN,Surfacing To Breathe,90
DragonForce,Reaching into Infinity,90
Employed to Serve,The Warmth of a Dying Sun,90
3teeth,Shutdown.exe,90
THE SOMNAMBULIST,Quantum Porn,78
Benjamin Biolay,Volver,57
Portable Sunsets,Order,62
Dream Machine,The Illusion,50
WATERS,Something More!,60
Harvestman,Music For Megaliths,66
Aura,Can't Steal the Music,64
Willie The Kid,Deutsche Marks,78
Dan Hair,Living in the Night,70
Blond Ambition,Slow All Over,64
The Kooks,The Best Of... So Far,63
Au-Dessus,End of Chapter,70
A R I Z O N A,GALLERY,63
Rock Goddess,It's More Than Rock and Roll,55
Trevor Something,Die With You,68
Julie Doiron,Julie Doiron Canta en Espanol Vol. 2,77
Sofi De La Torre,Another. Not me. I'm Done.,78
Enjambre,Imperfecto Extrano,70
Murlo,Club Coil,65
Christopher Willits,Horizon,65
The Mastersons,Transient Lullaby,70
Low Cut Connie,Dirty Pictures (Part 1),72
Michael Mayer,DJ-Kicks,74
Helium,Ends With And,75
Emily Barker,Sweet Kind Of Blue,77
T.Raumschmiere,Heimat,80
Pokey LaFarge,Manic Revelations,82
Mulatu Astatke,Mulatu Of Ethiopia [Reissue],87
Buffalo Tom,Let Me Come Over [25th Anniversary Edition],90
Various Artists,Singles [Deluxe Edition],90
Nathaniel Rateliff,In Memory of Loss [Reissue],60
Loom,Loom,60
Gothic Tropic,Fast or Feast,68
Echobelly,Anarchy and Alchemy,70
Slates,Summery,70
Deb Talan,Lucky Girl,70
Left Lane Cruiser,Claw Machine Wizard,70
Magic Fades & Soul Ipsum,Zirconia Collapse,70
Those Unfortunates,Nothing Isn't Beautiful,75
Lawrence Le Doux,Music For Documentaries,76
Coldcut / On-U Sound System,Outside the Echo Chamber,78
Fastball,Step Into Light,78
Chris Price,Stop Talking,79
Eat Fast,Immortal Kombat,80
Burning Hearts,Battlefields,80
Career Crooks,Good Luck With That,80
Chastity Brown,Silhouette of Sirens,80
Hooded Fang,Dynasty House,80
Helium,The Dirt of Luck [Reissue],85
Thelonious Monk,Les Liaisons Dangereuses 1960,87
Biters,The Future Aint What It Used To Be,89
Higher Power,Soul Structure,90
Dr. Octagon,Dr. Octagonecologyst [Reissue],94
My Magical Glowing Lens,Cosmos,65
Khaki Blazer,Didn't Have to Cut,70
Jesus Piece / Malice At The Palace,Split,90
Hypercube Extrusion,66 75 63 6b,54
Au-Dessus,End Of Chapter,64
My Friend The Chocolate Cake,The Revival Meeting,72
Alek Stark,Blueshifted People,68
Matisyahu,Undercurrent,65
Collie Buddz,Good Life,80
Molho Negro,Nao E Nada Disso Que Voce Pensou,65
Promise Keeper,S/T,50
Bjorn Riis,Forever Comes to an End,73
Adryiano,Not So Easy,68
Body-San,Pacific Reasons EP,73
Kazik & Kwartet ProForma,Tata Kazika kontra Hedora,35
Adam Ben Ezra,Pin Drop,54
Rikard Sjoblom's Gungfly,On Her Journey to the Sun,43
The Night Flight Orchestra,Amber Galactic,84
Electric Mountain,Electric Mountain,31
Bertrand Burgalat,Les choses qu'on ne peut dire a personne,56
Wither Away,The Words We Live By the Actions We Don't Take,80
Dodsengel,Interequinox,56
Pierce Brothers,The Records Were Ours,75
Marcel Lune,Astral Palms,79
Below,upon a pale horse,80
Fishbach,Un autre que moi EP,70
Manga Saint Hilare,Outbursts From The Outskirts,93
Talamanca System,Talamanca System,76
Oliver Koletzki,The Arc Of Tension,77
Dog Fashion Disco,Erotic Massage (Redux),90
Polo & Pan,Caravelle,85
Wear Your Wounds,Dunedevil,82
Ball,Ball,46
Deadboy,Earth Body,48
Youn Sun Nah,She Moves On,60
Elbows,Corduroy EP,60
Jordan,9TH OR SELWYN DR.,0
Sug,God's Clit Vol. 2: TIME vs. FLESH,0
Rick Weaver,The Secular Arm,0
Forced Into Femininity,Heterochromea,0
The Builders and The Butchers,The Spark,0
Baba Stiltz,Can't Help It,0
Raised By Eagles,I Must Be Somewhere,0
EMI,Planet,0
Metro Riders,Europe by Night,0
PRISTIN,Black Widow (Remix Version),0
Mikel Erentxun,El hombre sin sombra,0
Jarami,Sketches,0
David Archuleta,Orion,0
Fishboy,Art Guards,0
Las Cobras,Temporal,0
Dream Troll,The Knight of Rebellion,0
Last Days,Seafaring,60
Wes Montgomery And Wynton Kelly,Smokin' in Seattle: Live at the Penthouse,60
Tom Russell,Play One More - The Songs of Ian and Sylvia,60
Darrel Higham,Hell's Hotel,65
Hoop,Super Genuine,70
Death and Vanilla,Vampyr,70
Lesley Kernochan,A Calm Sun,70
Trad Gras Och Stenar,Tack for Kaffet (So Long),70
Holy Data,Holy Data,70
Deeper Kenz,Deeper Kenz,72
Lyle Lovett,Greatest Hits,75
Foreigner,40,75
Mary Lattimore / Elysse Thebner Miller,And the Birds Flew Overhead,78
Bullet Height,No Atonement,78
Cluster,Konzerte 1972/1977,80
Thomas Wynn & The Believers,Wade Waist Deep,80
Trad.Attack!,Kullakarva,80
The Steel Woods,Straw in the Wind,80
Charnett Moffett,Music from Our Soul,80
The Sonic Dawn,Into the Long Night,80
Hornets,WITCH HUNT,80
Quaint Blue,Two Houses,80
White Hills,Stop Mute Defeat,80
Jethro Tull,Songs From The Wood [40th Anniversary Edition],80
Tony Conrad,Ten Years Alive on the Infinite Plain,87
Kitchens of Distinction,Watch Our Planet Circle,90
T-Pain & Lil Wayne,T-Wayne,61
Casey Dienel,Imitation of a Woman to Love,53
24hrs,Night Shift,44
Khotin,New Tab,79
RAW BY PEPPERS,COSMOS,82
Ext.tmp,toggle god mode,34
Kagami Smile,Found,0
Birdy Earns,Nachtangst,0
Rejjie Snow,The Moon & You,61
Lolina,Lolita,74
